gender,age,bmi,activity_level,avg_sleep_hours,avg_water_intake_liters,height_cm,weight_kg,recommended_exercise
male,42,20.97,light,6.9,3.4,181.4,69.0,Low-Impact Mixed (walking + light strength)
female,30,27.68,light,7.8,2.7,164.4,74.8,Low-Impact Mixed (walking + light strength)
female,28,19.89,light,6.6,2.1,166.9,55.4,Low-Impact Mixed (walking + light strength)
male,18,27.22,light,7.1,3.1,179.8,88.0,Low-Impact Mixed (walking + light strength)
female,18,28.55,light,8.3,2.9,167.4,80.0,Low-Impact Mixed (walking + light strength)
female,41,22.81,light,6.0,2.8,165.4,62.4,Low-Impact Mixed (walking + light strength)
male,31,19.89,light,7.1,2.8,166.3,55.0,Low-Impact Mixed (walking + light strength)
male,18,21.54,light,6.3,2.3,166.9,60.0,Low-Impact Mixed (walking + light strength)
male,18,22.51,light,7.5,2.8,170.6,65.5,Low-Impact Mixed (walking + light strength)
female,32,23.36,light,7.9,1.2,168.1,66.0,Low-Impact Mixed (walking + light strength)
female,44,24.59,light,8.0,2.3,165.8,67.6,Low-Impact Mixed (walking + light strength)
female,46,23.64,light,6.1,2.3,160.9,61.2,Low-Impact Mixed (walking + light strength)
female,23,20.46,light,9.1,2.7,163.2,54.5,Low-Impact Mixed (walking + light strength)
male,32,23.01,light,7.5,3.6,177.5,72.5,Low-Impact Mixed (walking + light strength)
male,24,21.65,light,7.5,2.3,187.1,75.8,Low-Impact Mixed (walking + light strength)
male,51,24.85,light,7.5,3.7,170.7,72.4,Low-Impact Mixed (walking + light strength)
female,21,22.32,light,6.9,1.9,154.1,53.0,Low-Impact Mixed (walking + light strength)
female,36,19.2,light,7.0,2.6,169.4,55.1,Low-Impact Mixed (walking + light strength)
female,26,26.5,light,6.2,1.4,163.8,71.1,Low-Impact Mixed (walking + light strength)
female,31,27.77,light,9.3,1.1,176.9,86.9,Low-Impact Mixed (walking + light strength)
male,32,25.29,light,8.5,3.2,176.3,78.6,Low-Impact Mixed (walking + light strength)
male,32,21.68,light,6.9,4.0,180.6,70.7,Low-Impact Mixed (walking + light strength)
male,42,27.46,light,8.2,3.3,193.2,102.5,Low-Impact Mixed (walking + light strength)
female,41,22.47,light,6.9,2.6,164.9,61.1,Low-Impact Mixed (walking + light strength)
male,18,23.49,light,7.1,3.0,174.7,71.7,Low-Impact Mixed (walking + light strength)
female,18,28.0,light,6.7,2.9,162.9,74.3,Low-Impact Mixed (walking + light strength)
female,41,22.81,light,6.0,2.8,165.4,62.4,Low-Impact Mixed (walking + light strength)
male,46,23.62,light,7.9,2.8,178.9,75.6,Low-Impact Mixed (walking + light strength)
female,25,22.09,light,7.5,1.9,155.2,53.2,Low-Impact Mixed (walking + light strength)
male,24,25.81,light,6.0,3.6,175.3,79.3,Low-Impact Mixed (walking + light strength)
male,51,27.89,light,8.0,3.0,157.4,69.1,Low-Impact Mixed (walking + light strength)
male,21,27.26,light,6.2,3.3,177.2,85.6,Low-Impact Mixed (walking + light strength)
female,24,22.74,light,7.2,1.4,150.2,51.3,Low-Impact Mixed (walking + light strength)
female,35,26.64,light,7.4,2.8,149.2,59.3,Low-Impact Mixed (walking + light strength)
male,18,21.2,light,7.9,3.9,191.3,77.6,Low-Impact Mixed (walking + light strength)
female,22,28.49,light,7.3,2.9,153.7,67.3,Low-Impact Mixed (walking + light strength)
male,18,22.51,light,7.5,2.8,170.6,65.5,Low-Impact Mixed (walking + light strength)
female,42,23.92,light,7.2,2.6,162.8,63.4,Low-Impact Mixed (walking + light strength)
male,24,21.65,light,7.5,2.3,187.1,75.8,Low-Impact Mixed (walking + light strength)
female,29,25.99,light,7.4,2.7,164.7,70.5,Low-Impact Mixed (walking + light strength)
male,28,19.73,light,8.0,3.3,180.4,64.2,Low-Impact Mixed (walking + light strength)
female,55,27.01,active,6.6,2.8,160.4,69.5,Low-Impact Mixed (walking + light strength)
female,29,25.08,light,7.1,3.1,160.0,64.2,Low-Impact Mixed (walking + light strength)
male,18,21.54,light,6.3,2.3,166.9,60.0,Low-Impact Mixed (walking + light strength)
female,44,24.59,light,8.0,2.3,165.8,67.6,Low-Impact Mixed (walking + light strength)
male,51,27.89,light,8.0,3.0,157.4,69.1,Low-Impact Mixed (walking + light strength)
male,18,24.28,light,9.3,3.0,166.0,66.9,Low-Impact Mixed (walking + light strength)
female,26,27.58,light,7.2,3.8,161.8,72.2,Low-Impact Mixed (walking + light strength)
male,31,20.08,light,8.0,3.4,170.4,58.3,Low-Impact Mixed (walking + light strength)
female,34,26.23,light,6.7,2.1,155.6,63.5,Low-Impact Mixed (walking + light strength)
male,37,28.07,light,6.3,3.0,172.9,83.9,Low-Impact Mixed (walking + light strength)
female,40,25.24,light,6.7,2.8,156.6,61.9,Low-Impact Mixed (walking + light strength)
male,45,23.68,light,6.8,3.6,183.0,79.3,Low-Impact Mixed (walking + light strength)
male,18,20.71,light,6.2,3.4,183.2,69.5,Low-Impact Mixed (walking + light strength)
male,45,28.97,light,6.7,3.4,172.9,86.6,Low-Impact Mixed (walking + light strength)
female,20,19.85,light,7.0,2.7,166.9,55.3,Low-Impact Mixed (walking + light strength)
female,39,25.16,light,6.4,3.3,157.1,62.1,Low-Impact Mixed (walking + light strength)
male,46,28.12,light,6.3,3.1,184.3,95.5,Low-Impact Mixed (walking + light strength)
male,29,23.85,light,8.4,4.4,179.2,76.6,Low-Impact Mixed (walking + light strength)
male,37,23.03,light,7.9,3.5,180.7,75.2,Low-Impact Mixed (walking + light strength)
male,44,18.57,light,6.8,2.4,163.1,49.4,Low-Impact Mixed (walking + light strength)
female,54,20.76,light,7.1,2.7,164.1,55.9,Low-Impact Mixed (walking + light strength)
female,31,19.27,light,6.8,1.9,160.6,49.7,Low-Impact Mixed (walking + light strength)
female,18,22.83,light,7.7,2.3,161.7,59.7,Low-Impact Mixed (walking + light strength)
male,18,23.79,light,6.8,3.0,183.5,80.1,Low-Impact Mixed (walking + light strength)
female,18,25.62,light,10.0,2.6,155.2,61.7,Low-Impact Mixed (walking + light strength)
female,29,25.08,light,7.1,3.1,160.0,64.2,Low-Impact Mixed (walking + light strength)
male,33,23.13,light,6.1,2.3,168.4,65.6,Low-Impact Mixed (walking + light strength)
male,22,24.0,light,6.8,3.5,167.1,67.0,Low-Impact Mixed (walking + light strength)
female,26,26.44,light,6.9,1.8,156.3,64.6,Low-Impact Mixed (walking + light strength)
male,55,27.54,moderate,6.7,3.2,168.5,78.2,Low-Impact Mixed (walking + light strength)
male,27,24.64,light,7.5,2.6,192.5,91.3,Low-Impact Mixed (walking + light strength)
male,18,21.54,light,6.3,2.3,166.9,60.0,Low-Impact Mixed (walking + light strength)
male,31,19.89,light,7.1,2.8,166.3,55.0,Low-Impact Mixed (walking + light strength)
male,32,22.87,light,7.9,2.1,176.8,71.5,Low-Impact Mixed (walking + light strength)
female,41,25.04,light,7.0,1.0,158.0,62.5,Low-Impact Mixed (walking + light strength)
male,42,22.8,light,8.6,2.6,165.7,62.6,Low-Impact Mixed (walking + light strength)
male,48,29.59,light,6.6,3.7,185.4,101.7,Low-Impact Mixed (walking + light strength)
male,20,19.57,light,7.2,2.6,172.3,58.1,Low-Impact Mixed (walking + light strength)
male,18,27.95,light,7.6,3.2,161.6,73.0,Low-Impact Mixed (walking + light strength)
female,18,22.77,light,7.8,2.2,153.0,53.3,Low-Impact Mixed (walking + light strength)
male,46,28.12,light,6.3,3.1,184.3,95.5,Low-Impact Mixed (walking + light strength)
female,18,22.78,light,7.8,2.5,153.4,53.6,Low-Impact Mixed (walking + light strength)
male,19,20.01,light,7.5,2.3,173.6,60.3,Low-Impact Mixed (walking + light strength)
female,45,24.34,light,6.6,4.2,163.4,65.0,Low-Impact Mixed (walking + light strength)
female,41,22.81,light,6.0,2.8,165.4,62.4,Low-Impact Mixed (walking + light strength)
female,37,26.14,light,6.7,3.5,167.0,72.9,Low-Impact Mixed (walking + light strength)
female,18,28.55,light,8.3,2.9,167.4,80.0,Low-Impact Mixed (walking + light strength)
female,30,27.68,light,7.8,2.7,164.4,74.8,Low-Impact Mixed (walking + light strength)
female,36,26.63,light,8.0,2.7,161.9,69.8,Low-Impact Mixed (walking + light strength)
female,25,22.09,light,7.5,1.9,155.2,53.2,Low-Impact Mixed (walking + light strength)
female,24,23.87,light,8.0,2.9,163.6,63.9,Low-Impact Mixed (walking + light strength)
male,19,25.26,light,9.4,2.2,167.3,70.7,Low-Impact Mixed (walking + light strength)
female,28,27.73,light,8.2,2.1,158.2,69.4,Low-Impact Mixed (walking + light strength)
female,41,22.81,light,6.0,2.8,165.4,62.4,Low-Impact Mixed (walking + light strength)
female,49,27.8,light,7.0,2.4,155.0,66.8,Low-Impact Mixed (walking + light strength)
female,21,22.32,light,6.9,1.9,154.1,53.0,Low-Impact Mixed (walking + light strength)
female,37,20.62,light,8.2,2.6,157.1,50.9,Low-Impact Mixed (walking + light strength)
male,42,19.14,light,7.9,2.6,180.4,62.3,Low-Impact Mixed (walking + light strength)
male,19,22.23,light,9.4,3.4,171.0,65.0,Low-Impact Mixed (walking + light strength)
male,24,21.65,light,7.5,2.3,187.1,75.8,Low-Impact Mixed (walking + light strength)
male,37,25.36,light,7.2,2.4,173.0,75.9,Low-Impact Mixed (walking + light strength)
female,41,23.0,light,7.4,2.1,167.6,64.6,Low-Impact Mixed (walking + light strength)
male,37,28.07,light,6.3,3.0,172.9,83.9,Low-Impact Mixed (walking + light strength)
male,37,22.88,light,7.0,3.4,178.0,72.5,Low-Impact Mixed (walking + light strength)
female,31,26.58,light,6.9,3.5,152.6,61.9,Low-Impact Mixed (walking + light strength)
male,48,29.85,moderate,6.2,3.1,181.2,98.0,Low-Impact Mixed (walking + light strength)
female,23,20.46,light,9.1,2.7,163.2,54.5,Low-Impact Mixed (walking + light strength)
female,40,23.62,light,6.6,2.0,160.3,60.7,Low-Impact Mixed (walking + light strength)
female,41,23.0,light,7.4,2.1,167.6,64.6,Low-Impact Mixed (walking + light strength)
female,18,29.79,light,7.7,2.7,157.6,74.0,Low-Impact Mixed (walking + light strength)
female,18,26.21,light,8.7,2.4,145.9,55.8,Low-Impact Mixed (walking + light strength)
female,36,26.63,light,8.0,2.7,161.9,69.8,Low-Impact Mixed (walking + light strength)
female,18,22.3,light,8.1,3.3,155.9,54.2,Low-Impact Mixed (walking + light strength)
male,52,25.87,light,7.6,1.8,166.0,71.3,Low-Impact Mixed (walking + light strength)
male,19,21.95,light,8.1,4.1,173.4,66.0,Low-Impact Mixed (walking + light strength)
male,18,25.89,light,7.7,3.1,176.1,80.3,Low-Impact Mixed (walking + light strength)
male,37,22.16,light,8.3,3.9,183.0,74.2,Low-Impact Mixed (walking + light strength)
female,34,28.45,light,6.8,2.5,168.1,80.4,Low-Impact Mixed (walking + light strength)
female,35,19.69,light,7.1,2.4,168.8,56.1,Low-Impact Mixed (walking + light strength)
male,27,26.67,light,8.7,2.2,178.0,84.5,Low-Impact Mixed (walking + light strength)
female,28,28.75,light,6.6,3.6,162.8,76.2,Low-Impact Mixed (walking + light strength)
male,32,21.68,light,6.9,4.0,180.6,70.7,Low-Impact Mixed (walking + light strength)
male,18,24.65,light,8.1,3.5,188.1,87.2,Low-Impact Mixed (walking + light strength)
male,49,22.37,light,7.1,2.8,180.9,73.2,Low-Impact Mixed (walking + light strength)
female,52,29.23,light,6.7,2.4,149.7,65.5,Low-Impact Mixed (walking + light strength)
female,49,25.92,light,7.5,2.3,144.6,54.2,Low-Impact Mixed (walking + light strength)
male,45,23.68,light,6.8,3.6,183.0,79.3,Low-Impact Mixed (walking + light strength)
female,34,20.85,light,6.3,2.0,164.6,56.5,Low-Impact Mixed (walking + light strength)
female,37,24.44,light,8.0,2.2,161.2,63.5,Low-Impact Mixed (walking + light strength)
male,26,23.46,light,8.2,2.7,175.2,72.0,Low-Impact Mixed (walking + light strength)
male,46,28.56,moderate,6.7,3.2,168.2,80.8,Low-Impact Mixed (walking + light strength)
male,42,26.26,light,6.7,2.7,176.7,82.0,Low-Impact Mixed (walking + light strength)
female,20,24.4,light,9.1,3.1,157.6,60.6,Low-Impact Mixed (walking + light strength)
male,27,27.84,light,6.8,2.2,163.7,74.6,Low-Impact Mixed (walking + light strength)
male,51,24.85,light,7.5,3.7,170.7,72.4,Low-Impact Mixed (walking + light strength)
female,45,26.27,light,6.7,2.4,160.9,68.0,Low-Impact Mixed (walking + light strength)
female,32,24.37,light,7.0,2.1,173.2,73.1,Low-Impact Mixed (walking + light strength)
female,33,26.15,light,8.3,2.3,158.5,65.7,Low-Impact Mixed (walking + light strength)
male,27,27.62,light,7.9,3.9,165.1,75.3,Low-Impact Mixed (walking + light strength)
female,52,27.27,moderate,6.9,2.2,162.7,72.2,Low-Impact Mixed (walking + light strength)
female,25,27.05,light,6.4,3.3,160.3,69.5,Low-Impact Mixed (walking + light strength)
male,36,29.38,light,7.3,4.6,176.2,91.2,Low-Impact Mixed (walking + light strength)
female,35,24.05,light,8.7,1.0,172.8,71.8,Low-Impact Mixed (walking + light strength)
female,31,19.27,light,6.8,1.9,160.6,49.7,Low-Impact Mixed (walking + light strength)
female,30,20.48,light,6.8,2.1,149.7,45.9,Low-Impact Mixed (walking + light strength)
female,47,22.35,light,7.2,1.9,159.7,57.0,Low-Impact Mixed (walking + light strength)
male,18,20.71,light,6.2,3.4,183.2,69.5,Low-Impact Mixed (walking + light strength)
male,18,29.24,light,9.4,3.7,162.5,77.2,Low-Impact Mixed (walking + light strength)
male,20,20.31,light,7.0,3.0,185.9,70.2,Low-Impact Mixed (walking + light strength)
female,22,23.73,light,6.2,3.1,162.3,62.5,Low-Impact Mixed (walking + light strength)
female,40,27.75,light,6.8,3.1,147.4,60.3,Low-Impact Mixed (walking + light strength)
male,52,25.87,light,7.6,1.8,166.0,71.3,Low-Impact Mixed (walking + light strength)
female,28,26.33,light,9.0,1.8,177.0,82.5,Low-Impact Mixed (walking + light strength)
male,18,25.89,light,7.7,3.1,176.1,80.3,Low-Impact Mixed (walking + light strength)
female,54,20.76,light,7.1,2.7,164.1,55.9,Low-Impact Mixed (walking + light strength)
male,46,23.62,light,7.9,2.8,178.9,75.6,Low-Impact Mixed (walking + light strength)
male,38,28.25,light,7.7,2.8,177.8,89.3,Low-Impact Mixed (walking + light strength)
female,44,20.0,light,6.4,2.8,152.3,46.4,Low-Impact Mixed (walking + light strength)
female,34,24.61,light,6.6,1.8,169.0,70.3,Low-Impact Mixed (walking + light strength)
male,47,26.46,light,7.4,2.9,169.8,76.3,Low-Impact Mixed (walking + light strength)
female,34,25.72,light,7.2,2.3,159.7,65.6,Low-Impact Mixed (walking + light strength)
female,25,25.84,light,6.8,3.5,153.9,61.2,Low-Impact Mixed (walking + light strength)
female,40,23.62,light,6.6,2.0,160.3,60.7,Low-Impact Mixed (walking + light strength)
male,18,25.89,light,7.7,3.1,176.1,80.3,Low-Impact Mixed (walking + light strength)
female,18,23.48,light,9.3,2.3,153.2,55.1,Low-Impact Mixed (walking + light strength)
female,24,22.96,light,8.2,2.0,157.3,56.8,Low-Impact Mixed (walking + light strength)
female,37,24.44,light,8.0,2.2,161.2,63.5,Low-Impact Mixed (walking + light strength)
male,47,25.19,light,6.5,2.6,172.2,74.7,Low-Impact Mixed (walking + light strength)
male,18,22.76,light,6.2,2.8,182.0,75.4,Low-Impact Mixed (walking + light strength)
female,23,20.46,light,9.1,2.7,163.2,54.5,Low-Impact Mixed (walking + light strength)
male,31,24.12,light,8.8,2.6,174.8,73.7,Low-Impact Mixed (walking + light strength)
female,31,19.27,light,6.8,1.9,160.6,49.7,Low-Impact Mixed (walking + light strength)
female,42,22.69,light,7.5,2.5,156.1,55.3,Low-Impact Mixed (walking + light strength)
male,36,20.8,light,6.4,2.4,171.8,61.4,Low-Impact Mixed (walking + light strength)
male,30,28.98,light,6.4,2.8,177.5,91.3,Low-Impact Mixed (walking + light strength)
male,18,24.64,light,10.0,3.4,185.5,84.8,Low-Impact Mixed (walking + light strength)
female,27,23.67,light,7.7,2.4,170.5,68.8,Low-Impact Mixed (walking + light strength)
female,19,27.34,moderate,7.4,2.3,173.7,82.5,Mixed Workout (general fitness)
female,44,27.49,moderate,6.1,2.2,153.9,65.1,Mixed Workout (general fitness)
male,30,27.21,moderate,7.6,3.6,171.8,80.3,Mixed Workout (general fitness)
male,35,27.04,moderate,8.7,3.9,169.5,77.7,Mixed Workout (general fitness)
female,35,27.48,moderate,9.0,3.2,156.6,67.4,Mixed Workout (general fitness)
male,32,29.26,moderate,6.6,3.5,179.7,94.5,Mixed Workout (general fitness)
female,19,27.34,moderate,7.4,2.3,173.7,82.5,Mixed Workout (general fitness)
male,18,28.66,moderate,6.6,3.1,165.6,78.6,Mixed Workout (general fitness)
female,41,27.83,moderate,7.4,1.9,164.7,75.5,Mixed Workout (general fitness)
male,35,29.65,active,8.8,4.8,181.7,97.9,Mixed Workout (general fitness)
female,18,28.9,moderate,8.0,3.0,171.5,85.0,Mixed Workout (general fitness)
male,24,28.79,moderate,6.3,4.5,177.3,90.5,Mixed Workout (general fitness)
female,31,28.47,moderate,6.6,1.7,167.2,79.6,Mixed Workout (general fitness)
male,18,28.22,active,8.4,3.2,177.7,89.1,Mixed Workout (general fitness)
male,19,29.22,moderate,8.0,3.5,180.8,95.5,Mixed Workout (general fitness)
female,37,27.32,moderate,6.9,3.4,156.6,67.0,Mixed Workout (general fitness)
female,18,28.04,moderate,8.1,3.1,160.7,72.4,Mixed Workout (general fitness)
male,45,27.49,moderate,6.4,3.6,185.7,94.8,Mixed Workout (general fitness)
male,35,29.65,active,8.8,4.8,181.7,97.9,Mixed Workout (general fitness)
male,25,28.24,active,6.0,2.9,173.9,85.4,Mixed Workout (general fitness)
female,43,28.78,moderate,8.5,3.6,166.0,79.3,Mixed Workout (general fitness)
female,30,29.98,moderate,6.1,3.0,161.5,78.2,Mixed Workout (general fitness)
male,32,29.26,moderate,6.6,3.5,179.7,94.5,Mixed Workout (general fitness)
female,40,27.52,active,7.9,3.4,162.1,72.3,Mixed Workout (general fitness)
female,24,28.29,moderate,7.3,3.5,158.3,70.9,Mixed Workout (general fitness)
male,18,27.96,active,8.5,4.1,179.7,90.3,Mixed Workout (general fitness)
male,38,27.04,moderate,8.7,3.7,175.4,83.2,Mixed Workout (general fitness)
male,24,28.86,active,9.4,3.6,181.8,95.4,Mixed Workout (general fitness)
female,31,29.63,active,6.8,4.2,152.5,68.9,Mixed Workout (general fitness)
male,30,27.21,moderate,7.6,3.6,171.8,80.3,Mixed Workout (general fitness)
female,32,28.63,moderate,6.2,2.8,157.6,71.1,Mixed Workout (general fitness)
female,24,28.92,moderate,7.8,2.2,156.9,71.2,Mixed Workout (general fitness)
female,37,28.75,moderate,6.7,2.7,157.7,71.5,Mixed Workout (general fitness)
male,24,28.45,moderate,8.9,2.4,170.2,82.4,Mixed Workout (general fitness)
male,19,29.22,moderate,8.0,3.5,180.8,95.5,Mixed Workout (general fitness)
female,32,28.63,moderate,6.2,2.8,157.6,71.1,Mixed Workout (general fitness)
female,19,29.48,active,7.8,3.3,171.6,86.8,Mixed Workout (general fitness)
male,32,29.26,moderate,6.6,3.5,179.7,94.5,Mixed Workout (general fitness)
female,22,27.21,moderate,7.4,4.0,156.1,66.3,Mixed Workout (general fitness)
female,18,27.68,active,7.8,3.0,148.7,61.2,Mixed Workout (general fitness)
male,18,28.99,active,8.2,4.1,179.1,93.0,Mixed Workout (general fitness)
male,38,27.04,moderate,8.7,3.7,175.4,83.2,Mixed Workout (general fitness)
female,27,27.7,moderate,7.4,2.3,160.0,70.9,Mixed Workout (general fitness)
female,26,27.09,moderate,6.6,2.7,169.7,78.0,Mixed Workout (general fitness)
male,36,28.51,active,8.6,4.1,183.5,96.0,Mixed Workout (general fitness)
female,24,28.01,moderate,7.7,3.6,158.2,70.1,Mixed Workout (general fitness)
female,18,28.04,moderate,8.1,3.1,160.7,72.4,Mixed Workout (general fitness)
female,30,29.98,moderate,6.1,3.0,161.5,78.2,Mixed Workout (general fitness)
female,29,29.6,moderate,7.4,2.4,150.1,66.7,Mixed Workout (general fitness)
female,25,29.88,moderate,7.5,2.5,162.9,79.3,Mixed Workout (general fitness)
female,26,27.04,moderate,7.9,3.4,156.0,65.8,Mixed Workout (general fitness)
male,19,29.14,moderate,6.7,2.9,170.4,84.6,Mixed Workout (general fitness)
female,33,28.77,moderate,7.3,2.9,159.5,73.2,Mixed Workout (general fitness)
male,31,29.96,moderate,7.9,3.4,170.3,86.9,Mixed Workout (general fitness)
male,24,28.63,active,8.7,3.9,164.0,77.0,Mixed Workout (general fitness)
female,31,28.47,moderate,6.6,1.7,167.2,79.6,Mixed Workout (general fitness)
male,18,28.99,active,8.2,4.1,179.1,93.0,Mixed Workout (general fitness)
male,45,27.49,moderate,6.4,3.6,185.7,94.8,Mixed Workout (general fitness)
female,18,28.72,active,8.3,3.5,156.8,70.6,Mixed Workout (general fitness)
female,37,29.61,moderate,6.8,2.8,162.4,78.1,Mixed Workout (general fitness)
male,24,29.27,active,6.6,3.9,199.6,116.6,Mixed Workout (general fitness)
male,19,27.93,moderate,8.9,3.0,176.3,86.8,Mixed Workout (general fitness)
female,37,29.61,moderate,6.8,2.8,162.4,78.1,Mixed Workout (general fitness)
female,18,27.66,active,6.3,3.8,149.1,61.5,Mixed Workout (general fitness)
female,18,27.34,moderate,6.2,2.6,162.4,72.1,Mixed Workout (general fitness)
female,26,27.09,moderate,6.6,2.7,169.7,78.0,Mixed Workout (general fitness)
female,18,27.04,moderate,8.7,2.5,165.2,73.8,Mixed Workout (general fitness)
male,24,29.0,active,8.9,3.5,171.0,84.8,Mixed Workout (general fitness)
male,30,27.21,moderate,7.6,3.6,171.8,80.3,Mixed Workout (general fitness)
male,35,28.32,moderate,7.1,3.8,186.4,98.4,Mixed Workout (general fitness)
female,34,29.23,moderate,6.1,2.1,157.7,72.7,Mixed Workout (general fitness)
female,26,27.04,moderate,7.9,3.4,156.0,65.8,Mixed Workout (general fitness)
female,18,28.04,moderate,8.1,3.1,160.7,72.4,Mixed Workout (general fitness)
female,20,27.2,moderate,8.4,2.4,156.0,66.2,Mixed Workout (general fitness)
female,32,29.19,moderate,7.5,2.6,157.7,72.6,Mixed Workout (general fitness)
male,18,27.93,moderate,6.0,4.0,166.8,77.7,Mixed Workout (general fitness)
male,28,29.47,moderate,7.9,2.9,173.4,88.6,Mixed Workout (general fitness)
female,31,27.77,moderate,7.2,1.9,156.6,68.1,Mixed Workout (general fitness)
male,30,27.21,moderate,7.6,3.6,171.8,80.3,Mixed Workout (general fitness)
male,18,28.67,active,8.3,2.4,182.9,95.9,Mixed Workout (general fitness)
male,27,28.15,moderate,7.6,3.1,177.4,88.6,Mixed Workout (general fitness)
male,38,27.04,moderate,8.7,3.7,175.4,83.2,Mixed Workout (general fitness)
female,29,27.83,moderate,7.8,3.7,152.6,64.8,Mixed Workout (general fitness)
male,36,28.51,active,8.6,4.1,183.5,96.0,Mixed Workout (general fitness)
male,35,29.65,active,8.8,4.8,181.7,97.9,Mixed Workout (general fitness)
female,27,28.97,moderate,7.1,3.3,171.2,84.9,Mixed Workout (general fitness)
female,18,29.92,moderate,7.1,2.3,157.9,74.6,Mixed Workout (general fitness)
male,19,27.45,moderate,7.1,4.4,177.5,86.5,Mixed Workout (general fitness)
male,20,28.3,active,7.0,2.8,172.5,84.2,Mixed Workout (general fitness)
male,31,29.96,moderate,7.9,3.4,170.3,86.9,Mixed Workout (general fitness)
female,18,29.92,moderate,7.1,2.3,157.9,74.6,Mixed Workout (general fitness)
male,43,29.13,active,7.6,3.8,180.1,94.5,Mixed Workout (general fitness)
male,18,27.64,moderate,8.3,3.9,160.4,71.1,Mixed Workout (general fitness)
male,24,27.49,active,8.4,3.7,177.5,86.6,Mixed Workout (general fitness)
male,28,29.47,moderate,7.9,2.9,173.4,88.6,Mixed Workout (general fitness)
female,39,27.81,moderate,7.5,2.4,152.4,64.6,Mixed Workout (general fitness)
female,19,29.48,active,7.8,3.3,171.6,86.8,Mixed Workout (general fitness)
female,35,27.48,moderate,9.0,3.2,156.6,67.4,Mixed Workout (general fitness)
male,33,27.62,moderate,8.6,3.2,180.3,89.8,Mixed Workout (general fitness)
male,43,29.13,active,7.6,3.8,180.1,94.5,Mixed Workout (general fitness)
male,24,29.0,active,8.9,3.5,171.0,84.8,Mixed Workout (general fitness)
male,37,28.37,moderate,6.8,4.1,169.5,81.5,Mixed Workout (general fitness)
female,40,27.14,active,8.3,3.6,153.8,64.2,Mixed Workout (general fitness)
male,30,28.66,moderate,6.7,3.4,177.4,90.2,Mixed Workout (general fitness)
male,31,29.72,active,7.8,3.4,166.2,82.1,Mixed Workout (general fitness)
female,31,28.47,moderate,6.6,1.7,167.2,79.6,Mixed Workout (general fitness)
female,33,28.77,moderate,7.3,2.9,159.5,73.2,Mixed Workout (general fitness)
female,22,27.34,active,8.2,3.4,168.8,77.9,Mixed Workout (general fitness)
male,19,29.22,moderate,8.0,3.5,180.8,95.5,Mixed Workout (general fitness)
male,18,29.78,moderate,9.0,3.3,176.8,93.1,Mixed Workout (general fitness)
male,24,27.49,active,8.4,3.7,177.5,86.6,Mixed Workout (general fitness)
male,32,27.47,active,9.6,4.3,161.9,72.0,Mixed Workout (general fitness)
female,19,27.34,moderate,7.4,2.3,173.7,82.5,Mixed Workout (general fitness)
female,31,28.13,moderate,8.7,2.5,170.2,81.5,Mixed Workout (general fitness)
female,18,27.44,moderate,8.3,3.0,173.8,82.9,Mixed Workout (general fitness)
male,30,27.21,moderate,7.6,3.6,171.8,80.3,Mixed Workout (general fitness)
female,24,28.01,moderate,7.7,3.6,158.2,70.1,Mixed Workout (general fitness)
female,38,28.5,active,6.5,3.7,156.6,69.9,Mixed Workout (general fitness)
male,18,27.93,moderate,6.0,4.0,166.8,77.7,Mixed Workout (general fitness)
male,19,27.45,moderate,7.1,4.4,177.5,86.5,Mixed Workout (general fitness)
female,26,27.27,moderate,6.3,2.0,160.1,69.9,Mixed Workout (general fitness)
female,31,28.08,moderate,6.1,3.6,165.5,76.9,Mixed Workout (general fitness)
female,26,27.27,moderate,6.3,2.0,160.1,69.9,Mixed Workout (general fitness)
male,18,28.99,active,8.2,4.1,179.1,93.0,Mixed Workout (general fitness)
male,37,28.37,moderate,6.8,4.1,169.5,81.5,Mixed Workout (general fitness)
female,18,27.87,moderate,7.8,2.6,160.4,71.7,Mixed Workout (general fitness)
female,43,27.74,active,6.4,1.9,166.4,76.8,Mixed Workout (general fitness)
male,18,29.72,moderate,8.1,3.4,176.5,92.6,Mixed Workout (general fitness)
male,18,27.21,moderate,9.5,1.9,178.8,87.0,Mixed Workout (general fitness)
male,20,28.78,moderate,10.0,2.7,181.0,94.3,Mixed Workout (general fitness)
female,29,27.83,moderate,7.8,3.7,152.6,64.8,Mixed Workout (general fitness)
male,41,27.61,moderate,8.2,3.2,188.8,98.4,Mixed Workout (general fitness)
female,39,27.81,moderate,7.5,2.4,152.4,64.6,Mixed Workout (general fitness)
female,18,28.52,moderate,8.5,3.4,167.7,80.2,Mixed Workout (general fitness)
male,18,28.67,active,8.3,2.4,182.9,95.9,Mixed Workout (general fitness)
female,40,27.14,active,8.3,3.6,153.8,64.2,Mixed Workout (general fitness)
female,18,28.72,active,8.3,3.5,156.8,70.6,Mixed Workout (general fitness)
female,39,27.81,moderate,7.5,2.4,152.4,64.6,Mixed Workout (general fitness)
female,39,27.81,moderate,7.5,2.4,152.4,64.6,Mixed Workout (general fitness)
female,24,28.92,moderate,7.8,2.2,156.9,71.2,Mixed Workout (general fitness)
female,18,27.34,moderate,6.2,2.6,162.4,72.1,Mixed Workout (general fitness)
female,29,29.6,moderate,7.4,2.4,150.1,66.7,Mixed Workout (general fitness)
